label,sen
1,"`` Given where this was going , there was a good chance we were going off the fiscal cliff , which would have been a huge economic problem , '' he said ."
1,"Transocean : had BP not lied , oil spill could have been ONE THIRD the size-by Simplify : `` BP intentionally underrepresented the oil flow rate by as much as two orders of magnitude , in order to throw the game on their later monetary liability . ''"
1,"It is a sudden and ignominious downfall , the sort Mr Ailes would have put on the air nonstop if the subject had been one of his enemies ."
1,"The president said senators like Mr. Flake who were wavering about the nomination should have been forced to vote against Judge Kavanaugh and suffer the political consequences , the people said.."
1,"Fifteen years ago all the shockers in the FCA report would have been news to the average fund investor , but today it is as though it never occurred ."
1,"It 's an armchair pipedream , kind of like saying if only everybody had sex with only one person in their life , it would stop STIs in their tracks and eradicate them ."
1,"I think if America were out of debt on a normal basis , and we did n't have to borrow money from our major trading partners , we would have more economic freedom and economic security ."
1,"If we were smart , we would have allowed her to work her way through the entire finance sector , effecting a GM-like prepackaged bankruptcy for Citigroup , Bank of America , Merrill Lynch , Morgan Stanley , AIG , etc . It would have been painful as hell , but we would be much better off had we allowed her to tear the band aid off quickly ."
1,"`` Had BA gone insolvent with a big enough deficit in the scheme the guarantee would have benefited the ( government 's ) Pension Protection Fund ( PPF ) rather than members , '' he said ."
1,"The sand trucks weigh 16 tons , and twice that when filled with sand , making them difficult to move unless they float on a magic carpet , then they can move anywhere they please ."
